민원 내용	담당부서
"작성자 : 안(윤)정은 ( 제안자 - 영양사)
작성 일자 : 2023. 10. 8(일)
소관 : 김재윤 금정구청장

주 제 : 식품 안전
* * * * * * * * * * * * * * * * * * * * * * * * * * *

제안서 :
한국전통식품 및 전통양념 제조와 유통에 따른 정부 규제에 관한 고찰과
그 발전방향 - 부산광역시를 중심으로 ( 1999. 10. 20, 김대중 대통령 / 안상영 부산광역시장 / 윤석천 금정구청장 )
- 노무현 대통령 - 이명박 대통령 - 박근혜 대통령 (탄핵) - 문재인 대통령 - 윤석열 대통령 (제안서 제출 후 23년차)

제안자 :
부산광역시 금정구청 기획 감사실 (실장 : 임병철 )
행정자료실장, 지방행정 주사 (6급) 안정은 (安貞垠)

[ 학력 및 경력 ]
- 국립 청룡초등교 (1960년 3월 ~1966년 2월 )
- (사립)동래여자중학교 (1966년 3월 ~ 1969년 2월 )
- (사립)부산여자상업고교 (1969년 3월 ~ 1972년 2월)
- 1973년 부산시 지방행정공무원 5급을(현 9급) 공개 경쟁, 채용
(1973, 6, 5일 부산, 동래구(현 금정구) 청룡동 사무소 )
- 국립 한국방송통신대학 5년과정 가정학과 가정학사(1980년 ~1985년)
- 국립 부산대학교 행정대학원 2년6개월과정, 행정학과 행정학석사(1987년 3월
~1990년)
- (사립)경성대학교 행정학과 박사과정 수료 (1999년 3월 ~2003년)
- 국립 한국방송통신대학 4년과정 가정학과(식품영양학 전공 -식품영양학사)
(2008년 3월 ~2012년)
※ 국가 자격증 영양사 면허 취득 (2014년)

* * * * * * * * * * * * * * * * * * * * * * * * *

제 목 : 5일장, 불법 음식 판매 단속 그리고 (지침 2023-3)


2023년 10. 7(토)은 부산 금정구 노포동 5일장으로
이날 5일장에서는 각종의 불법 음식들이 시장에서 팔리고 줄까지 서서 팔고 있었습니다. 이러한 현상은 날이 갈수록 심해서 당일은 노포동의 5일장에 온통 불법 음식들을 파는 5일장으로 변모해 있었습니다.
전국에는 이런 5일장이 많을 것으로 보는데 이곳에 많은 사람들이 몰리니 점심밥도 있어야 하므로 현장에서는 즉석 식품을 팔면서 나아가 시장에는 점차 1일 음식점 점포도 몇 개소 불법으로 영업을 하고 그 음식점의 식단도 돼지 껍질(콜라겐), 소머리 국밥, 선지국, 돼지고기 수육 등 종류도 많으며
어제는 시장에 1일간의 음식점 3,4개소 외 잔치 국수 파는 집, 팥 속이 든 풀 빵, 돼지 족발 등 즉석 식품이 갈수록 늘어나 먹자판의 5일장이 되었고 몇곳에서는 줄까지 서서 팔고 있었습니다.
금정구청은
식품 안전과도기에서
호시탐탐 단속이 허술한 점을 노리는 상기 불법의 즉석 식품을
다음과 같이 단속해서 계도해 주기 바랍니다.

1. 영업자 및 성분 명시 - 별도 설명서로서 제공이 가능하지만 아래에 성명을 표시(영업 대표자)하고 확인한 날짜를 명시하며 또한 인장으로 날인해야 함
- 5일장의 즉석식품(예 : 돼지 족발) : 영업 대표자(세무서에서 영업신고한 영업자)의 이름과 본 영업 지역(여타 지역의 본 영업지)을 명시하고 / 식품에서 성분의 표시는 시중 식품 상표의 식품과 같이 성분을 빠짐없이 명기하되 함량은 생략이 가능하며 그 성분은 화학명으로 표기하지 않고 식재료 즉 정부식품으로 사용하고 표기도 정부 식품명으로 표기해야 함 (예시 : 신안 천일염, 바다 천지 어간장, 순창 재래 간장, 공영시장의 고춧가루, 공영시장의 참기름 등)
- 밀가루 풀빵의 경우 : 영업자의 영업신고 사항 표기 - 성명 및 본 영업지 / 풀빵의 성분과 속 팥의 성분을 명시하고 판매해야 하며 식재료(양념)는 정부식품으로 사용해야 함


2. 5일장내 1일간의 음식점
불법 음식점이며 또한 그 식단이 많아 이는 허용하지 않음. 단 시장 내 노상에서의 잔치 국수는 허용하되 국수에는 정제염이 아닌 신안 천일염이 든 밀국수, 멸치 다시마 육수, 정부 식품(순창 간장, 어간장, 감식초 등)을 식재료로 사용한 국수는 허용함

등록 : 2023. 10. 8(일)
금정구청 -소통 구청장실 - 구청장에게 바란다.
제안청 부산시청(시장 : 박형준) - 부산민원 120 - 시민참여, 시민 게시판 ( 파일 등록 )

**

※ 첨부파일 :
지침 2023-3) 5일장, 불법 음식 판매 단속 그리고.hwp"	안전도시국 교통행정과
"서동에 위치한 학교에 재학중인 고등학생입니다.

통학할 때 29번 버스 이용 후 서3치안센터 정류소 하차, 도보로 이동합니다.

서동미로시장, 텐마트 인근 위치한 컨테이너가 인도를 다 막고 있고 불법주차 차량까지 있다 보니 통행에 방해가 될 뿐더러
차가 다니는 차도로 내려가서 돌아서 다시 인도로 올라가서 다니는 상황이며 불편하고 위험합니다.

첨부파일 확인해 주시기 바랍니다.

※ 첨부파일 :
Screenshot 2023-10-02 at 21.02.06.JPG"	안전도시국 건설과
"금사공단내 금정구 반송로 489번길 67 번지에 쓰레기 처리장이 생겨
쓰레기 악취에 고통 받고있습니다
여러 공단 업체뿐만 아니라 중소상공인들도 악취 피해를 입고 있습니다
쓰레기 처리 시설이 공단내에 있다는것이 납득이 가지 않으며
악취민원을 조속히 처리하기 바랍니다

늦은 시간 쓰레기 수거 차량들이 수시로 다니며 악취를 풍기고
쓰레기 운반 차량에서 흘리는 오물들로 인해 도로 곳곳에서 악취를 풍깁니다
늦은시간에는 신일유리 앞마당에 주차된 쓰레기 수거 차량들로 악취가 진동합니다

쓰레기 수거 업체가 공단안에 허가가난 정당한 사유를 제시해주시기 바랍니다"	경제환경국 공원녹지과
"제목그대로 온천4구역 레미안 공사현장 소음 너무하네요

공사할때 소음 나는건 당연한건데 이건 무슨 새벽5시반만되면 공사하는 소리때문에

잠을 잘수가없네요 하루종일 멍한상태로.....

글로 적으니 그소음소리 표현이 안되네요

이거 어떻게 해야되는거 아닌가요? 새벽공사는 좀 짜증나네요

제발 새벽공사만이라도 중단해 주세요...진짜 욕나올라고 그러네요"	경제환경국 환경위생과
"다른 시에 비해 대형폐기물 금액이 비싼것 같습니다. 조금씩 차이가 있지만 분명 금정구 폐기물수수료가 싼 품목도 있지만 대부분이 비싸고 침대같은경우는 가격차이가 많이 나는것 같습니다. 그리고 폐기물 수수료목록에 없는거는 폐기물 수거 업체에서 눈대중과 임의로 정하여 더욱 비싸게 받는것 같습니다. 폐기물을 버리는 금액이 적정가가 되어, 금정구민이 폐기물 버릴때 싸다고 느끼는 것 보다 적정한 금액이네 라는 생각이 들게 되었으면 합니다. 귀찮게 해서 죄송합니다. 수고하세요."	안전도시국 도시관리과
"14년째 금정구 회동산업단지 내 회사에 다니고 있습니다.
가면 갈수록 주차난이 아주 심각합니다. 그러다보니 각 공장앞에 주차하지 못하게 말통, 임대라고쓰인 철구조물등 하도 여러가지라... 도로가에 나와 있는 실정입니다. 특히 철구조물(임대)라고 쓰인(첨부파일참조) 것은 아스팔트에 쇠사슬로 고정하고 철구조물과 연결해 좌물쇠까지 채워 놓고 자기 차를 주차하고 있으며 일반통행도로, 골못가에 각공장에서 말통, 폐오토바이, 탑차(장기주차)차량, 드럼통, 철구조물, 온갖 쓰레기 등이
도로에 놓고, 자기내들 차만 주차하게끔하고 있으니 안그래도 주차난이 아주 심각한데 도로코너에도 주차를 할 수 밖에 없는 실정인데 이렇게 하면 구청에서 도로정화를 위해 주차난을 위해 앞장 써야 되지 않습니까?
와서 보세요. 안그래도 하루 교통량이 많은 산업단지인데 수시로 도로가에 내놓은 불법 말통,쓰레기, 폐오토바이, 장기주차 차량, 번호판없는 차량, 철구조물 등등 도로정비 좀 시급히 처리해 주셨으면 합니다.

※ 첨부파일 :
Screenshot_20230920_083855_Gallery.jpg
Screenshot_20230920_100559_Gallery-1.jpg"	경제환경국 환경위생과
"서동삼한아파트 앞 데크 공사가 있는데
일요일 하루종일 콤프레샤 외 기계소리로
시끄럽고 소리가 울립니다
이렇게 휴일에 쉬지도 못하게 급한 데크 공사를 진행해야
되는 이유가 있습니까
너무한 것 아닌가요?
창문을 닫고 에어컨을 켜야 되나요"	경제환경국 자원순환과
"안녕하세요~
저희매장앞 보도블럭 높이가 다른곳보다 낮아서 비가 오는날이면 항상 물이 고여서 사람들이 다니기도 힘들고 매장에 들어오기도 불편한 사항이 많습니다. 비가 많이오는날엔 더 고이니 조치를 부탁드립니다.

※ 첨부파일 :
1694829955322.jpg
1694829955274.jpg
1694829955206.jpg"	안전도시국 안전관리과
"1,해마다가로수로인한사고가발생되어 사용설비의 전자회로가마실되어큰손실을보고있음
2,최근가로수로인해 정전이발생되어생산라인이중단과회로기판이 고장이나 수리및 스톱된상태임
3,가을이되면 엄청난낙옆이으로공장생산활도도문제가많읍니다.
4,금단로 142,141,139,127. 사이의 가로수가 고압선 터치가 발생 가능하므로 매우 위험합니다 가로수 키 3분의2정도는 제거해합니다.
긴급으로 조처해주길바랍니다."	안전도시국 도시관리과
"백화점도 최초 30분 무료, 그 외 우료 사업장들도 회차 명목으로 최초
10분 무료인 곳이 많은데 공공기관인 금정구청은 단1분에도 10분치 주차료를 징수하고 있는데 전 이해되지 않습니다. 다른 사업장과 형평을 맞춰 주셨음 합니다.
지난주에 같은 내용으로 비공개 민원 올렸더니 그냥 씹혔습니다.
이번에는 빠른 답변 부탁합니다."	경제환경국 도시재생과
"남산동 금샘로 578번길 43 금샘탕 앞 도로 확장 공사 후 맨홀덮개가 너무 높아 차량타이어 파손 및 보행자가 넘어지는 사건이 종종 있음
맨홀 덮개를 낮게 보완하는 작업을 요구하는 바입니다.

※ 첨부파일 :
20230909_112104.jpg"	안전도시국 건설과
"상기 주소지 2층에는 현재 79세의 어머님 혼자서 거주를 하고 계십니다
최근 금정구 서3동에 위치한 금사초등학교를 신축공사를 하기위해 기존 건물을 허물고 있는 공사를 진행하고 있습니다
어머님께서 하소연하셔서 민원제기합니다
건물을 허무는 과정중에 저희 집 건물이 흔들림현상과 소음으로 인해 어머님께서 굉장히 불안해하고 계십니다
낮 시간에는 집에 있기가 무서워서 주변 지인분 집에서 머무르고 계십니다.
공사현장에는 간단한 칸막이 공사만 해 놓은 상태로 공사를 계속진행하고 있는데 근본적으로 대책을 세워주시기 바랍니다.
앞으로 2여년간 계속해서 공사가 진행되는 것으로 알고 있는데 그 피해를 고스란히 받아야 할 상황을 생각하면 눈 앞이 캄캄합니다
꼭 해결해 주시기 바랍니다.
수고하세요

※ 첨부파일 :
피해자 주택.pdf"	안전도시국 건설과
"안녕하세요.
남산동의 학산로 7번길이 너무 어두워 가로등을 설치해 주세요.
남산동의 경동아파트 102동과 103동 사이 오르막 길인데요
양쪽으로는 자동차들이 연중 주차되어 있구요.
저녁에 집으로 가려고 하면 너무 어두워 무섭기도 합니다.
제 딸에게는 그길을 이용하지 말고 다른 길로 가라고 하구요..

요즘에 무서운 일들이 많이 생기고 해서
안전하게 다닐 수 있도록 꼭 가로등을 설치해 주시면 고맙겠습니다..

※ 첨부파일 :
학산로 7번길.png"	행정지원국 재무과
"안녕하세요.
금정산 숲길 조성을 하고 계시기에 한번 문의드립니다.
요즘 건강에 대한 관심이 더욱더 많아지고 중요해지는
시대라 핫하게 떠오르는 맨발걷기를 많이 합니다.
맨발걷기를 위해선 흙길이 필요한데 다들 땅뫼산까지 가서
걷고 오시는분이 많더라구요~~
땅뫼산은 주말이나 평일이나 가보면 주차도 힘들고 마을버스는 항상
만원이라 기다리다 지치고~~
우리의 넓고 맑은 금정산 숲길에도 맨발로 걸을수 있는
흙길이 있으면 금정구 시민으로서 자랑거리와 금정산을 찾는
부산시민들도 많이 사용할수 있어 여러가지로 좋을것 같아
한번 건의해 봅니다.
항상 금정구를 위해 일하시는 모든분들 감사드립니다."	안전도시국 건설과
